timestamp,data-value
1725254845.192927,-0.015553346835076809
1725254864.368867,-0.22432711720466614
1725254867.405597,-3.0759735107421875
1725254870.447647,0.06281159073114395
1725254873.48669,-0.30628129839897156
1725254876.513558,-0.3858426511287689
1725254879.541659,-0.33080771565437317
1725254882.569956,-0.1866401731967926
1725254885.610414,-0.33858439326286316
1725254888.639225,-0.26141586899757385
1725254892.677372,-0.01136590726673603
1725254894.705104,-0.4576273262500763
1725254898.737839,-0.3924229145050049
1725254902.782167,-3.119642496109009
1725254904.800395,-0.16809579730033875
1725254908.852449,0.0568295381963253
1725254910.880853,0.02751746028661728
1725254914.911634,0.05383851006627083
1725254916.925846,0.3445664644241333
1725254920.97955,0.18903298676013947
1725254923.007944,0.37447673082351685
1725254927.052481,0.494716078042984
1725254929.078662,0.4863412082195282
1725254933.117714,0.5437689423561096
1725254937.171974,0.5539384484291077
1725254939.188744,-0.3475574851036072
1725254943.236079,-0.07537391036748886
1725254945.263889,0.11964113265275955
1725254949.302129,0.137587308883667
1725254951.332767,8.082356452941895
1725254955.387864,9.54796028137207
1725254957.382504,9.623334884643555
1725254960.416329,9.710074424743652
1725254963.446153,9.794421195983887
1725254969.516549,9.750752449035645
1725254972.548668,9.799206733703613
1725254975.587246,9.736394882202148
1725254978.615972,9.740582466125488
1725254981.653477,9.783653259277344
1725254984.697162,9.31884765625
1725254987.738512,-2.5710878372192383
1725254990.75943,0.12382857501506805
1725254993.787346,0.12921242415905
1725254996.833941,0.15732808411121368
1725255000.870027,-0.19202402234077454
1725255003.910819,-0.6777670383453369
1725255006.957981,1.5864413976669312
1725255010.002841,1.2137593030929565
1725255013.049437,-6.072385787963867
1725255016.090265,4.092324733734131
1725255019.119044,3.486342668533325
1725255022.158125,2.6488547325134277
1725255025.196201,4.36391019821167
1725255028.223614,1.8424733877182007
1725255031.263825,1.2406785488128662
1725255034.303999,-0.21714866161346436
1725255038.343666,1.5900306701660156
1725255041.370834,-0.6436693072319031
1725255044.39204,-0.737587571144104
1725255047.421756,-0.05503492057323456
1725255050.45093,4.9363932609558105
1725255053.480529,2.847458839416504
1725255056.518085,1.9166508913040161
1725255059.55723,0.4265206456184387
1725255062.57383,1.2089736461639404
1725255065.579923,0.9864411354064941
1725255069.601654,1.1270195245742798
